timestamp,numFrame,x,y,z,doppler,SNR,Range,Azimuth,Elevation
1753387382637.647,1,0.330416508795745,0.5270225106038992,0.88680854932786,-0.06972000186215155,8.999999798834324,1.0832161368485003,57.91436418984376,54.95298122715106
1753387382637.647,2,0.30893930043103274,0.46140946049698267,0.8758273412996531,-0.06972000186215155,9.879999779164791,1.0370225230702328,56.19549084287111,57.624782768913384
1753387382637.647,3,0.2827445491684562,0.4045456098542696,0.8896303653115986,-0.06972000186215155,5.759999871253967,1.0173710323285625,55.04957527822267,60.97881999860314
1753387382693.3484,1,0.3135378711960757,0.45829704877160793,0.8758273412996531,0.06972000186215155,11.119999751448631,1.0370225230702328,55.622533060546886,57.624782768913384
1753387382693.3484,2,0.3483907189169048,0.5092413164953412,0.8620243172877078,0.06972000186215155,8.119999818503857,1.0600890222281734,55.62253306054689,54.4060472170201
1753387382693.3484,3,0.2827445491684562,0.4045456098542696,0.8896303653115986,-0.06972000186215155,6.9999998435378075,1.0173710323285625,55.04957527822267,60.97881999860314
1753387382913.0999,1,0.31949723988082107,0.4475321732369952,0.85372116222107,-0.06972000186215155,5.879999868571758,1.0154818340067857,54.47661749589845,57.2146937470012
1753387383023.0967,1,0.3341194474890192,0.3377463357111104,1.1734205706409657,0.06972000186215155,6.6399998515844345,1.2659479563078488,45.30929297871095,67.95824249014828
1753387383023.0967,2,0.37590502347256927,0.37998549682574756,1.1951088575278486,0.06972000186215155,11.119999751448631,1.309190110645258,45.30929297871096,65.903792263726
1753387383023.0967,3,0.41915202041534994,0.43226330360947823,1.1928733278802939,0.06972000186215155,10.119999773800373,1.3362210731139728,45.88225076103518,63.21725151459987
1753387383076.5696,1,0.3878917916900819,0.46052137605664734,0.8071266721197061,2.922360078053316,13.639999695122242,1.0069724150703838,49.89295523730471,53.27722410966868
1753387383076.5696,2,0.31682160429527495,0.3540232528075207,0.8265794293590343,-0.13916000371682458,8.51999980956316,0.9533844688876342,48.174081890332054,60.11127816207466
1753387383076.5696,3,0.3573059274437288,0.4073868614895484,0.8264216313738438,-0.13916000371682458,15.239999659359455,0.988232914602288,48.74703967265627,56.74747559805691
1753387383132.6873,1,0.2798513537226455,0.3919986431229534,0.8457165906279817,-0.06972000186215155,5.519999876618385,0.9732503624731157,54.47661749589845,60.33812248184255
1753387383132.6873,2,0.3192444757667637,0.43785219582997625,0.8264216313738438,-0.06972000186215155,11.519999742507935,0.988232914602288,53.903659713574235,56.74747559805691
1753387383132.6873,3,0.3547316692505032,0.4865238151379657,0.8071266721197061,-0.06972000186215155,9.63999978452921,1.0069724150703838,53.903659713574235,53.27722410966868
1753387383243.2117,1,-0.05312524628042372,0.22689196472311432,0.9014771567997643,-0.6263600167294499,5.879999868571758,0.9311086508458921,103.17802899345702,75.50651757436664
1753387383243.2117,2,0.46270462909264165,0.29709924030520807,1.14627883777893,-0.06972000186215155,8.51999980956316,1.2713452349041565,32.704221767578154,64.37272342519415
1753387383243.2117,3,0.5191970081910916,0.33337258156417965,1.1379756827122922,-0.06972000186215155,7.1199998408555984,1.2944850195725919,32.70422176757815,61.533420556530636
1753387383298.0493,1,0.1503111981588207,0.7815688881156301,0.017392744413703087,-0.13916000371682458,6.359999857842922,0.7960815854675216,79.11380213583985,1.2518944838337585
1753387383298.0493,2,0.2827445491684562,0.4045456098542696,0.8896303653115986,0.06972000186215155,6.359999857842922,1.0173710323285625,55.04957527822267,60.97881999860314
1753387383298.0493,3,0.33161406778323904,0.4453922896000624,0.8758273412996531,2.644040070619667,10.99999975413084,1.0370225230702328,53.33070193125001,57.624782768913384
1753387383298.0493,4,0.38315529703542245,0.4836267463726993,0.8620243172877078,0.06972000186215155,10.519999764859676,1.0600890222281734,51.611828584277355,54.4060472170201
1753387383298.0493,5,0.4468152494988269,0.5198375364601927,0.8823336732397161,0.06972000186215155,5.639999873936176,1.1173126878499104,49.31999745498048,52.15680310371983
1753387383408.005,1,0.317587825667251,0.36210176660516535,0.8457165906279817,0.06972000186215155,10.239999771118164,0.9732503624731157,48.74703967265627,60.33812248184255
1753387383408.005,2,0.3693649242555317,0.39648598137945934,0.8264216313738438,3.618160096637439,14.879999667406082,0.988232914602288,47.02816632568361,56.74747559805691
1753387383408.005,3,0.42345362388586966,0.42805024037322337,0.8071266721197061,0.06972000186215155,13.35999970138073,1.0069724150703838,45.30929297871096,53.27722410966868
1753387383463.143,1,0.29966193197848867,0.3861100943265125,0.8699815075453535,-0.904680024163099,5.879999868571758,0.99787078416436,52.184786366601585,60.672915647632536
