timestamp,numFrame,x,y,z,doppler,SNR,Range,Azimuth,Elevation
1753383625381.0217,1,0.02778855573700899,0.6943433553575568,-0.13138646403838705,0.20888000557897612,5.239999882876873,0.7072109316827969,87.70816887070312,-10.70667886157357
1753383625601.6572,1,0.36507630902626437,0.4334338797578529,1.0511408957827304,0.06972000186215155,4.999999888241291,1.194170348954079,49.89295523730471,61.66974953347495
1753383625876.6426,1,0.4262978273187047,0.3048506536879573,0.7784209573876121,-4.244520113366889,5.639999873936176,0.9384044679832197,35.569010679199245,56.048989978785904
1753383625876.6426,2,0.47905591274363046,0.3075982793147164,0.7249930337223036,-1.7396400464640465,5.359999880194664,0.9218059274694844,32.704221767578154,51.85888600475584
1753383625980.0857,1,0.0831879152936229,0.689901927601482,2.1313864640383873,-0.13916000371682458,4.999999888241291,2.241805780625342,83.12450661210937,71.94239833099462
1753383626198.7502,1,0.3887193538358717,0.37752992550809805,1.173578368626156,-0.06972000186215155,5.759999871253967,1.292639844662061,44.163377414062516,65.21575306465958
1753383626246.9663,1,0.41251155214991614,0.38490835620822644,1.073761829014698,-2.5048800669028424,5.519999876618385,1.212965246322021,43.01746184941408,62.2807122209664
1753383626246.9663,2,0.38418212527048956,0.3175940609754647,1.0855639752106594,0.06972000186215155,5.879999868571758,1.1945338158542882,39.579715155468776,65.33678394438283
1753383626371.544,1,0.37077468208700703,0.4060660875977822,0.85372116222107,0.06972000186215155,4.999999888241291,1.0154818340067857,47.60112410800784,57.21469374700119
1753383626425.806,1,0.370979230311411,0.5088077725042243,1.0568257141627966,-0.06972000186215155,5.879999868571758,1.230199792228426,53.903659713574235,59.21213844221155
1753383626479.8577,1,0.3185848939412021,0.3706507031834443,-0.1300184924546465,-0.06972000186215155,8.759999804198742,0.505750024021836,49.31999745498049,-14.896902340429682
1753383626479.8577,2,0.35842769086019577,0.41700494337395905,-0.14627883777893003,-0.06972000186215155,12.999999709427357,0.5690000270260498,49.31999745498048,-14.896902340429682
1753383626479.8577,3,0.40153082220267455,0.4486791489326131,-0.19287332788029388,-0.06972000186215155,11.999999731779099,0.6322500300302636,48.174081890332054,-17.761691252050774
1753383626529.685,1,0.37590502347256927,0.37998549682574756,0.8048911424721513,0.06972000186215155,5.119999885559082,0.966200453166913,45.30929297871096,56.41310358102532
1753383626591.1987,1,0.3212627817752846,0.4596567762631902,-0.09626475906053418,0.06972000186215155,12.519999720156193,0.5690000270260497,55.04957527822267,-9.740282299511717
1753383626591.1987,2,0.29767774724781876,0.3998122706192258,-0.08556397521065934,0.06972000186215155,9.999999776482582,0.505750024021836,53.33070193125001,-9.740282299511717
1753383626591.1987,3,0.3349058589896369,0.4498135086155996,-0.09626475906053418,0.06972000186215155,13.879999689757824,0.5690000270260497,53.33070193125002,-9.740282299511717
1753383626591.1987,4,0.3693437007767808,0.5065646007269753,-0.08196118874260595,0.06972000186215155,6.6399998515844345,0.6322500300302636,53.903659713574235,-7.448451170214841
1753383626646.9917,1,0.1230186028635962,0.4122430784147774,0.29956718249704073,-0.20888000557897612,8.51999980956316,0.5242312745159514,73.38422431259767,34.85076415768104
1753383626646.9917,2,0.14746794560342308,0.629819045638411,0.603411054163959,-0.06972000186215155,17.999999597668648,0.8846037110009393,76.82197100654297,43.009988275928045
1753383626646.9917,3,0.17078681984002708,0.5521073721944384,0.6130508978063897,-0.06972000186215155,11.639999739825726,0.842509401469051,72.81126653027344,46.68963944870182
1753383626646.9917,4,0.23166031806062362,0.4675767475614787,0.6430047862377577,-0.06972000186215155,7.519999831914902,0.8281000380079598,63.64394201308596,50.93959105487481
1753383626646.9917,5,0.2874131174833934,0.46878271328214305,0.85372116222107,0.06972000186215155,10.759999759495258,1.0154818340067857,58.48732197216798,57.2146937470012
1753383626646.9917,6,0.2827445491684562,0.4045456098542696,0.8896303653115986,0.06972000186215155,11.119999751448631,1.0173710323285625,55.04957527822267,60.97881999860314
